FoodGroup,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
Plant source,53,2.47,1.65,7.82,6.58,0.4,0,0,1.23,8.6,0,0,0,0.21,0,144,0,0.44,16,0,0,2.3,0.62
Plant source,74,2.46,1.64,12.3,9.84,0,0,0,0,0,0,0,0,0,0,16,0,0.3,0,0,0,0,0
Plant source,53,2.47,1.44,7.82,5.76,0,0,0,0.37,0,0,0,0,0.14,0,123,0,0.44,0,0,0,0,0.37
Plant source,58,2.06,1.44,9.05,7.41,0,0,0,0.37,0,0,0,0,0.14,0,123,0,0.44,0,0,0,0,0.37
Plant source,62,2.06,1.44,10.29,9.47,0,0,0,0.37,0,0,0,0,0.21,0,123,0,0,0,0,0,0,0.37
Plant source,79,2.64,1.76,13.66,10.57,0.4,0,0,0,0,0,0,0,0,0,132,0,0.48,0,0,0,0,0
Plant source,88,2.94,1.76,14.71,10.59,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.85,0,0,0,0,0
Plant source,66,2.64,1.76,9.69,5.29,0.4,0,0,0,13.2,0,0,0,0,0,132,0,0,0,0,0,0,0
Plant source,94,2.35,1.18,18.24,12.94,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,88,2.35,1.18,17.65,12.94,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,94,2.35,1.18,18.82,14.71,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,88,2.35,1.18,17.06,11.76,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,88,2.35,1.18,17.06,12.35,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,88,2.35,1.18,17.65,12.35,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,88,2.35,1.18,17.06,10.59,0.6,0,0,0,17.6,0,0,0,0,0,176,0,0.64,0,0,0,0,0
Plant source,100,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant source,133,0,6.67,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant source,133,0,6.67,20,20,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant source,70,8,3.5,1.5,0.3,0.6,0,0,0,0,0,0,0,0,0,130,0,1.1,0,0,0,0,0
Plant source,41,7.5,1.1,0.3,0,0,96,0,2.42,0,5.26,0,0,0,0,394,0,0.87,0,0,203,0,0
Plant source,92,9.3,4.9,2.7,0.4,1,0,0.5,1.45,0,0,0,0,0.44,0,246,0,1.6,0,0,129,0,0
Plant source,74,8.4,3.4,2.5,0.3,0.8,0,0.5,1.43,0,0,0,0,0.4,0,237,0,1.3,0,0,121,0,0
Plant source,115,12.1,5.9,3.3,1.1,1.2,0,0,0,0,0,0,0,0,0,239,0,1.7,0,0,0,0,0
Plant source,88,9.2,4.6,2.4,0.5,0.9,0,0,0,0,0,0,0,0,0,176,0,1.7,0,0,0,0,0
Plant source,80,8.3,4.2,2.3,0.4,0.6,0,0,0,0,0,0,0,0,0,180,0,1.3,0,0,0,0,0
Plant source,43,4.4,2.4,1,0.2,0.2,0,0,0,0,0,0,0,0,0,66,0,0.8,0,0,0,0,0
Plant source,59,5.83,2.71,2.74,0.53,0.8,0,0,0,0.9,0,0,0,0,0,78,0,1.53,0,0,0,0,0
Plant source,85,9.98,4.19,1.91,0.4,0.9,0,0,0,1.1,0,0,0,0,0,149,0,1.69,0,0,0,0,0
Plant source,128,7.52,0.1,24.77,0,7.3,0,0.096,0,0,0,121,0.717,0.064,0.115,28,0.298,2,52,0.573,168,1.2,1.77
Plant source,132,8.86,0.54,23.71,0,8.7,0,0.069,0,0,0,149,0.505,0.059,0.244,27,0.209,2.1,70,0.444,140,1.2,1.12
Plant source,91,6.03,0.29,16.55,0.23,6.9,0,0.055,0,2.7,0.62,61,0.62,0.12,0.14,35,0.192,1.9,35,0.233,108,1.3,0.54
Plant source,130,8.18,0.35,24.35,0.32,8.3,0,0.077,0,0,0.87,86,0.527,0.056,0.225,55,0.269,2.85,49,0.327,152,1.2,0.76
Plant source,136,9.34,0.46,24.46,0,10,0,0.081,0,0,0,207,0.515,0.069,0.21,50,0.231,2.09,50,0.37,135,1.3,1.14
Plant source,129,7.05,0.76,24.02,0,9.4,0,0.105,0,1.2,0,75,0.546,0.062,0.13,63,0.115,1.08,56,0.382,102,1.2,0.64
Plant source,118,8.33,0.45,21.09,0,7,0,0.117,0,1.3,0,102,0.681,0.059,0.158,68,0.247,2.13,50,0.518,165,4.1,0.88
Plant source,114,7.37,0.39,21.02,1.41,4.9,0,0.106,0,1.3,0.79,81,0.461,0.06,0.143,53,0.16,1.57,51,0.408,136,4.1,0.65
Plant source,127,8.67,0.5,22.8,0.32,6.4,0,0.12,0,1.2,0.87,130,0.578,0.058,0.16,28,0.242,2.94,45,0.477,142,1.2,1.07
Plant source,124,9.13,0.09,22.41,0,9.3,0,0.104,0,1.2,0,74,0.54,0.062,0.129,66,0.289,2.98,48,0.318,137,1.2,0.86
Plant source,127,8.67,0.5,22.8,0.32,7.4,0,0.12,0,1.2,0.03,130,0.578,0.058,0.16,28,0.242,2.94,45,0.477,142,1.2,1.07
Plant source,121,8.12,0.93,20.8,0,7.5,0,0,0,0.2,0,23,0.417,0.015,0.06,58,0.283,1.5,29,0.382,118,1.6,0.74
Plant source,123,9.49,0.17,21.85,0,9.3,0,0.104,0,1.2,0,74,0.552,0.067,0.095,44,0.262,2.77,42,0.255,142,1.2,0.9
Plant source,81,5.22,0.36,14.83,1.85,5.3,0,0.08,0,0.8,0.02,26,0.494,0.067,0.106,29,0.147,1.25,30,0.291,106,1.1,0.62
Plant source,140,8.23,0.62,26.05,0.37,6.3,0,0.138,0,0.9,0.01,140,0.649,0.066,0.237,69,0.21,2.36,53,0.527,144,2.9,1.03
Plant source,149,9.06,0.49,27.91,0.36,5.3,0,0.175,0,0,0.98,168,0.57,0.063,0.257,52,0.271,2.3,65,0.548,165,1.4,0.96
Plant source,143,9.01,0.65,26.22,0.34,9,0,0.229,0,0.8,0.94,172,0.318,0.062,0.193,46,0.219,2.09,50,0.453,147,6.2,0.98
Plant source,117,7.04,0.97,20.77,0,0,0,0,0,0.1,0,21,0.262,0.019,0.05,64,0.26,1.27,30,0.37,96,0,0.59
Plant source,142,8.97,0.64,25.81,0,10.4,0,0.127,0,0,0,137,0.272,0.059,0.236,73,0.149,2.84,68,0.51,169,1.3,1.09
Plant source,82,4.6,0.56,15.18,1.02,4.6,0,0.135,0,0.7,0.55,24,0.268,0.016,0.052,47,0.162,1.47,33,0.318,92,3.7,0.56
Plant source,144,9.16,1.08,25.27,0,10.4,0,0.129,0,1.8,0,81,0.708,0.103,0.187,62,0.186,2.48,74,0.455,183,1.3,1.06
Plant source,139,9.73,0.35,25.09,0.34,6.3,0,0.093,0,0,0.94,81,0.14,0.046,0.118,90,0.287,3.7,63,0.636,113,1.3,1.38
Plant source,110,7.6,0.4,19.65,1.82,5.4,1,0.072,0,0.3,0.02,104,0.711,0.089,0.097,36,0.259,1.5,43,0.421,125,2.6,1.01
Plant source,164,8.86,2.59,27.42,4.8,7.6,1,0.139,0,1.3,0.35,172,0.526,0.063,0.116,49,0.352,2.89,48,1.03,168,3.7,1.53
Plant source,139,7.05,2.77,22.53,4.01,6.4,1,0.116,0,0.1,0.29,48,0.14,0.015,0.027,45,0.253,1.07,26,0.846,85,3.1,0.63
Plant source,138,7.04,2.47,22.87,4,6.3,1,0.116,0,0.1,0.29,41,0.125,0.015,0.025,43,0.25,0.98,24,0.8,80,3.1,0.59
Plant source,88,4.92,1.95,13.49,2.59,4.4,1,0.473,0,0.1,0.19,25,0.13,0.015,0.032,35,0.153,1.23,27,0.818,80,2,0.69
Plant source,117,8.13,0.71,20.32,0,3.6,1,0.092,0,0.4,0,142,0.714,0.046,0.162,26,0.271,3.05,96,0.473,142,2.5,1.87
Plant source,116,7.73,0.53,20.76,3.3,6.5,1,0.1,0,0.4,0.28,208,0.495,0.055,0.202,24,0.268,2.51,53,0.475,156,2.5,1.29
Plant source,117,8.14,0.58,20.7,0,0,0,0.037,0,0,0,4,0.411,0.037,0.27,40,0.341,4.58,82,0.482,120,2.8,2.85
Plant source,114,9.02,0.38,19.54,1.8,7.9,0,0.178,0,1.5,0.11,181,1.06,0.073,0.169,19,0.251,3.33,36,0.494,180,2.8,1.27
Plant source,115,7.8,0.38,20.88,2.9,7,0,0.161,0,0,0.18,83,0.421,0.055,0.161,17,0.235,2.39,43,0.516,111,4.5,0.95
Plant source,126,8.04,0.38,23.31,0,7.7,0,0.078,0,0,0,150,0.66,0.055,0.161,29,0.215,2.4,53,0.585,127,4.9,1.03
Plant source,116,15.57,2.92,9.29,0,2.8,0,0.009,0,1.1,0,59,0.495,0.053,0.134,51,0.231,1.2,54,0.676,128,2.6,1.38
Plant source,117,7.81,0.55,20.96,0,0,1,0.093,0,1,0,143,0.668,0.023,0.124,3,0.164,3.14,104,0.527,150,2.8,0.59
Plant source,105,7.02,0.38,19.15,2,7.6,1,0.067,0,1,0.15,159,0.577,0.061,0.164,27,0.156,1.4,48,0.298,99,2.5,0.84
Plant source,105,7.54,0.55,18.34,2.01,6.4,2,0.058,0,1,0.15,94,1.5,0.075,0.15,53,0.139,1.75,63,0.412,156,2.5,0.83
Plant source,116,8.34,0.39,20.51,2.9,8.3,0,0.048,0,0.4,0.03,65,0.89,0.056,0.19,14,0.181,1.29,36,0.396,99,0.6,1
Plant source,599,28.03,52.5,15.26,4.18,9.4,0,0.461,0,0.8,6.91,120,13.825,0.089,0.085,61,0.533,1.52,176,1.845,397,3.3,3.28
Plant source,587,24.35,49.66,21.26,4.9,8.4,0,0.466,0,0,4.93,97,14.355,0.197,0.152,58,0.428,1.58,178,1.786,363,9.3,2.77
Plant source,579,28.01,49.04,17.45,0,8.9,0,0.256,0,0,0,126,14.933,0.085,0.317,100,0.661,2.28,168,2.355,387,7.5,2
Plant source,589,27.04,51.24,16.3,0,8.9,0,0.243,0,0,0,126,14.338,0.153,0.09,54,0.838,1.65,160,1.721,319,7.5,3.08
Plant source,578,25.87,48.62,19.86,0,8.9,0,0.254,0,0,0,125,14.7,0.112,0.276,86,1.273,1.67,188,2.008,506,7.5,6.62
Plant source,589,24.06,49.94,21.57,8.41,8,0,0.418,0,0,6.3,92,13.696,0.111,0.106,45,0.578,1.9,160,1.8,319,8.2,2.79
Plant source,598,22.21,51.36,22.31,10.49,5,0,0.441,0,0,9.1,87,13.112,0.192,0.15,49,0.422,1.74,168,1.665,335,4.1,2.51
Plant source,608,24.47,54.17,17,3.11,6.1,0,0.292,0,0,10.34,0,12.875,0.087,0.055,45,0.476,1.67,191,1.85,426,0,3.08
Plant source,121,6.76,0.38,23.25,0,6.7,0,0.05,0,0,0,111,0.781,0.059,0.146,43,0.269,1.11,46,0.501,119,2.9,0.9
Plant source,89,4.98,2.01,13.55,0.54,3.7,0,0.103,0,0.8,0.09,26,0.367,0.079,0.076,29,0.129,1.44,35,0.289,92,5.8,0.58
Plant source,173,16.64,8.97,9.93,3,6,0,0.234,0,1.7,0.35,54,0.399,0.285,0.155,102,0.407,5.14,86,0.824,245,7.3,1.15
Plant source,471,35.22,25.4,33.55,0,17.7,0,0.208,0,2.2,0,211,1.41,0.145,0.1,138,0.828,3.9,145,2.158,363,19.1,3.14
Plant source,434,37.8,20.65,31.93,0,9.6,6,0.461,0,0,0,345,4.32,1.16,0.581,206,2.92,6.37,429,2.275,494,7.5,3.92
Plant source,439,38.09,21.86,30.38,0,0,6,0.351,0,0,0,227,3.286,0.941,0.412,188,2.221,5.82,369,2.077,476,7.5,3.58
Plant source,372,49.81,8.9,30.63,14.58,16,2,1.05,0,0,0.55,305,2.95,0.28,1.088,285,1.6,8.2,285,3.15,675,58.9,4.1
Plant source,369,50.93,6.7,33.58,19.8,10.2,2,0.522,0,0,0.19,410,2.16,0.285,0.38,188,5.08,5.99,229,3.08,593,9.3,1.18
Plant source,337,49.2,2.39,35.89,0,0,2,0.569,0,0,0,303,2.587,0.251,0.691,244,2,13.7,306,3.8,701,3.3,5.06
Plant source,331,58.13,0.46,30.91,20,5.5,0,0.134,0,0,0,340,0.716,0.142,0.316,363,0.976,10.78,140,4.19,839,0.8,4.4
Plant source,328,63.63,0.46,25.41,0,5.5,0,0.134,0,0,0,340,0.716,0.142,0.316,363,0.976,10.78,140,4.19,839,0.8,4.4
Plant source,326,80.69,0.53,10.22,0,5.6,0,0.1,0,0,0,176,1.438,0.1,0.176,178,1.599,14.5,39,1.493,776,0.8,4.03
Plant source,321,88.32,0.53,2.59,0,2,0,0.1,0,0,0,176,1.438,0.1,0.176,178,1.599,14.5,39,1.493,776,0.8,4.03
Plant source,57,9.05,0.3,5.59,0.5,0.7,0,0.16,0,0,0.41,44,1.14,0.24,0.04,30,0.049,1.35,69,1.008,166,0.5,0.79
Plant source,90,8.19,0.31,14.44,5.63,0.3,0,0.037,0,0,0,0,0.453,0.043,0.03,11,0.049,0.43,34,0.151,89,0,0.25
Plant source,145,15.78,8.72,4.27,0,2.3,0,0.092,0,0.2,0,29,0.381,0.102,0.158,683,0.378,2.66,58,1.181,190,17.4,1.57
Plant source,76,8.08,4.78,1.88,0,0.3,4,0.047,0,0.1,0,15,0.195,0.052,0.081,350,0.193,5.36,30,0.605,97,8.9,0.8
Plant source,472,47.94,30.34,12.79,0,1.2,0,0.286,0,0.7,0,92,1.189,0.317,0.494,2134,1.179,9.73,181,3.689,483,54.3,4.9
Plant source,271,17.19,20.18,10.5,0,3.9,0,0.099,0,0,0,27,0.1,0.05,0.17,961,0.398,4.87,95,1.495,287,28.5,1.99
Plant source,116,8.15,8,5.15,0,0,0,0.091,0,0.2,0,29,0.379,0.101,0.157,1229,0.376,1.98,58,1.174,73,17.3,1.56
Plant source,118,8.29,0.45,21.09,0,3.8,1,0.095,0,0.4,0,146,0.551,0.064,0.212,42,0.225,2.64,98,0.487,181,2.8,1.08
Plant source,147,10.62,5.84,14.94,0,0,0,0.047,0,0,0,10,0.83,0.129,0.295,142,0.773,4.33,54,1.199,153,2.9,1.44
Plant source,221,19.4,13.5,5.5,0.8,4.2,0,1.1,3.3,0,0,0,15.6,1.4,1,19,0,1.5,0,0,103,0,1.5
Plant source,154,23.1,4.7,4.9,0.3,4.1,0,0.1,2.4,0,0,0,7.8,0.8,0.4,17,0,2.3,0,0,137,0,2.5
Plant source,145,16.3,5.6,7.4,1,3.5,0,0.2,2.2,0,0,0,0.5,0.5,1,14,0,1.5,0,0,103,0,0.8
Plant source,138,10.2,6.2,10.4,0.9,3.2,0,1.1,7.3,0,0,0,15.4,0.9,1.3,35,0,1.8,0,0,140,0,0.7
Plant source,114,22.2,1.2,3.7,0.8,2.6,0,0.6,6.6,0,0,0,9.9,0.5,0.2,16,0,1.7,0,0,80,0,1.3
Plant source,146,21.9,2.8,8.2,1.2,4.3,0,0.5,1.6,0,0,0,5.1,0.5,0.3,17,0,20,0,0,159,0,1.7
Plant source,135,15.1,4.6,8.3,0.6,4.3,0,0.1,0.1,0,0,0,6.6,0.6,0.5,17,0,1.6,0,0,88,0,1
Plant source,209,21.3,11.8,4.4,0.3,3,0,0.4,2.9,0,0,0,9.5,0.7,0.4,11,0,1.8,0,0,114,0,1.5
Plant source,126,10.4,4.5,10.9,1.3,3.4,0,0.3,0.7,0,0,0,0.9,0.1,0.1,18,0,1.6,0,0,77,0,0.8
Plant source,103,19.4,1,4.1,0.4,2.8,0,0,0,0,0,0,0,0,0,8,0,1.5,0,0,75,0,1
Plant source,80,14.7,0.7,3.7,0.1,1.4,0,0.1,0.4,0,0,0,7.3,0.2,0.1,55,0,2,0,0,0,0,0.7
Plant source,160,13.4,10.3,3.4,0.1,1.5,0,0.2,2,0,0,0,2.2,0.2,0.2,33,0,2,0,0,0,0,0.7
Plant source,102,14.3,2.7,4.9,0,1,0,0.2,3.5,0,0,0,4.7,0.2,0.1,35,0,3.2,0,0,124,0,0.8
Plant source,123,15.8,4.8,4.3,0.7,1.2,0,0.4,3.9,0,0,0,6.5,0.3,0.3,20,0,3.5,0,0,74,0,0.6
Plant source,117,23.29,1.5,7.3,0.2,4.5,0,0.5,0,0,18.09,2,26.29,1.33,0.05,22,0,1.7,3,0,56,0,1
Plant source,135,10.2,7.2,7.5,0.3,1.4,0,0.4,3.3,0,0,0,6.5,0.2,0.3,15,0,2,0,0,99,0,0.6
Plant source,219,15,15.2,5.6,0.2,2.8,0,0.3,0.9,0,0,0,2.1,0.2,1.2,40,0,2.8,0,0,155,0,0.9
Plant source,219,14.5,15.5,5.5,0.6,1.8,0,0.3,2.5,0,0,0,1.7,0.2,0.2,3,0,4.3,0,0,93,0,0.9
Plant source,109,19.9,1.2,4.6,0.3,3.4,0,0,0,0,0,0,0,0,0,7,0,1.4,0,0,52,0,1
Plant source,113,20.7,1.2,5.1,0.5,2.2,0,0.3,4.2,0,0,0,5.6,0.1,0.7,6,0,3.8,0,0,77,0,1.1
Plant source,124,18.6,2.9,6.2,0.6,2.7,0,0.4,4.4,0,0,0,2.9,0.2,0.2,8,0,2.6,0,0,98,0,1.2
Plant source,155,14.6,8.9,4.1,0.5,3.3,0,0.4,3.9,0,0,0,6.5,0.3,0.4,23,0,3.5,0,0,100,0,0.5
Plant source,200,23.6,9.7,5.1,0.1,1.2,0,0.9,3.4,0,0,0,35.9,1.72,0.57,39,0,3.2,12,0,115,0,1.6
Plant source,154,16.1,8,4.3,0.8,2.4,0,0.5,3.7,0,0,0,7.5,0.2,0.7,272,0,3.8,0,0,243,0,0.7
Plant source,245,18.6,14.5,9.9,2.1,0,0,0.5,3.3,0,0,0,9.1,0.3,3.3,24,0,3.3,0,0,140,0,0.8
Plant source,213,16,13.5,6.9,1,3.1,0,0.7,1.8,0,0,0,7.1,0.3,2.1,46,0,2.1,0,0,131,0,0.9
Plant source,209,23.7,9.1,8,1.4,2.8,0,0.9,1.9,0,0,0,4.7,0.3,2.8,97,0,2.8,0,0,187,0,1.2
Plant source,143,20.2,4.7,5,0.8,2.8,0,0.7,6.7,0,0,0,4.4,0.4,4,26,0,3.2,0,0,138,0,1
Plant source,261,19.6,17.6,6,0.2,3.5,0,0.4,1.6,0,0,0,2.9,0.3,1.2,28,0,3.3,0,0,93,0,0.8
Plant source,251,18.5,16.1,7.9,2.4,1.1,0,0.7,5.5,0,0,0,10.9,0.3,3.3,147,0,4.9,0,0,188,0,0.8
Plant source,211,19.7,10.4,9.6,1.2,2.8,0,0.4,2.1,0,0,0,4.2,0.2,1.7,73,0,1.5,0,0,210,0,1.2
Plant source,346,12.4,26.6,14.3,0.8,5.1,0,0.5,3.4,0,0,0,8.8,0.4,10.1,42,0,3.6,0,0,285,0,0.6
Plant source,196,17.8,11.3,5.7,3.2,0,0,0.9,3.8,0,0,0,10.9,0.3,3.3,45,0,3.3,0,0,263,0,0.8
Plant source,220,23.7,8.3,12.6,2.2,7.6,0,0,0,0,0,0,0.4,0.2,0,60,0,1.9,15,0,39,0,0.6
Plant source,346,12.4,26.6,14.3,0.8,5.1,0,0.5,3.4,0,0,0,8.8,0.4,10.1,42,0,3.6,0,0,285,0,0.6
Plant source,159,19.2,6.1,6.8,1,4,0,1.1,7.4,0,0,0,16.8,0.6,1.9,26,0,5.9,0,0,0,0,0
Plant source,213,23.9,9.3,8.5,1.2,4.4,0,0.6,4.5,0,0,0,6.4,0.3,2.8,61,0,4.2,0,0,185,0,1.2
Plant source,238,24,13.2,5.9,0.3,2.6,0,0,0,0,0,0,0,0.2,0.3,58,0,2.8,0,0,0,0,1.2
Plant source,159,10.9,6.2,14.9,4.9,3,0,0,0,3,0,0,1.9,0.2,0,51,0,1.5,0,0,90,0,0
Plant source,168,14.3,8.2,9.2,0.5,5.1,0,0,0,0,0,0,0.1,0.1,0,0,0,1.7,13,0,85,0,0.7
Plant source,181,15.5,8.3,11.1,2.4,3.7,0,0,0,22,0,0,0,0.3,0.1,48,0,1.8,0,0,139,0,0
Plant source,246,14.1,11,22.6,2.8,4.8,0,0.2,2.5,0,0,0,4.7,0.1,0.5,63,0,3.2,35,0,112,0,0.5
Plant source,235,14.4,10,21.8,2.2,4.9,0,0.2,2.1,0.2,0,0,4.7,0.1,0.4,75,0,2.1,4,0,175,0,0.8
Plant source,197,11.8,7,22.9,2,3,1,0.2,1.7,0,0,0,4.2,0.1,0.3,41,0,2.5,0,0,126,0,0.5
Plant source,242,13.6,7,31.1,1.5,3.4,0,0.3,2.1,0,0,13,5.6,0.1,0.4,50,0,3.8,0,0,140,0,0
Plant source,220,11.2,3.5,36,11,3.8,0,0,0,0,0,0,0,0,0,17,0,1.3,16,0,115,0,0.7
Plant source,226,13.2,4.7,32.6,8,2.6,0,0,0,0,0,0,0,0,0,30,0,1.4,14,0,142,0,0.7
Plant source,162,20.2,4.6,9.9,1.4,4.6,0,0.9,8.4,0,0,0,12,0.2,1.3,44,0,5.5,16,0,111,0,1.2
Plant source,149,6.5,3.9,22,3.6,6.1,0,0.1,0,0,0,31,0.9,0,0.1,49,0,2.4,42,0,110,0,0.7
Plant source,159,7.2,4.6,22.1,0.6,5,0,0.1,0,0,0,12,1.2,0.1,0.1,65,0,1.4,18,0,118,0,0.3
Plant source,128,15.2,4.4,6.8,0.4,3.7,0,0,0,1,0,0,0.1,0,0,88,0,2.9,73,0,214,0,0.9
Plant source,142,5.9,3.3,22.1,1.2,7.1,0,0.1,0,0,0,21,1,0.1,0.1,67,0,0.7,28,0,98,0,0.4
Plant source,149,5.5,3.6,23.7,2.6,5.2,0,0,0,12,0,0,0,0,0,50,0,1.2,4,0,48,0,0.1
Plant source,145,4.1,3.6,24,2,7.1,0,0.1,0,0,0,11,1,0.1,0.1,36,0,1.2,35,0,118,0,0.5
Plant source,224,26.3,7.2,13.6,5.9,2,0,0.7,6.6,0,0,3,9.4,0.3,1,37,0,4.3,24,0,311,0,0.8
Plant source,118,12.8,4.8,10.2,0.2,5.7,0,0,0,0,0,0,0,0.01,0.03,54,0,2,35,0,153,0,0.5
Plant source,187,17.5,8.69,6.81,1,2,0,0.1,0,1,0,24,0.69,0.21,0.17,39,0,1.7,21,0,97,0,1
Plant source,165,11.4,2.3,24.6,17.2,4.3,0,0,0,2,0,0,0,0,0,84,0,2,70,0,196,0,0.9
Plant source,251,19.5,16.5,6.1,1.2,3.8,0,0.5,2.3,0,0,0,2,0.3,0.6,73,0,1.8,0,0,206,0,0.8
Plant source,155,14.9,7.7,12.6,1.8,7.6,0,0.02,0,0,0,0,0.2,0.1,0.04,80,0,2.5,39,0,162,0,0.5
Plant source,188,21.8,7.4,8.5,0.2,2.3,0,0.5,5.5,3,0,0,5.3,0.3,0.8,40,0,3.8,26,0,232,0,0.9
Plant source,107,7.1,2.3,14.4,1.7,2.3,0,0.2,0.8,1,0,0,2.1,0.1,0.2,88,0,1.3,4,0,75,0,0.3
Plant source,119,5,2.29,20.42,4.19,1.3,0,0.1,0,6.3,0,5,0.89,0.01,0.07,14,0.2,0.6,2,0.8,75,0,0.69
Plant source,221,22.8,10.5,8.9,0.6,2.5,0,0.8,7.7,28,0,0,10.8,0.3,1.2,79,0,4.9,18,0,124,0,1.1
Plant source,79,4.9,1,12.6,1.4,3.9,0,0.1,0.2,0,0,0,1,0,0.1,43,0,1.8,17,0,53,0,0.2
Plant source,261,8.7,8,38.5,4.5,1.4,0,0,0.1,0,0,0,2.4,0.3,0.3,126,0,2.8,25,0,306,0,0.8
Plant source,116,5.3,3.5,17.3,6,1.3,0,0.03,0,0,0.45,0,1.5,0.13,0.12,26,0,1,21,0,73,0,0.5
Plant source,135,12.8,4.8,10.2,0.2,5.7,0,0,0,0,0,0,0,0,0,54,0,2,35,0,153,0,0.5
Plant source,163,17.7,5.8,9.9,1.1,3.6,0,0.2,0,0,0,3,11.2,0.6,0,51,0,2.2,33,0,151,0,1.1
Plant source,260,9.3,8.1,37.5,4,1.5,0,0.1,0.7,0,0,74,3.2,0.3,0.4,117,0,3,218,0,294,0,0.8
Plant source,102,4.6,2.6,17.3,2.1,2.1,0,0.12,0.4,0,0,0,1.2,0.05,0.09,69,0,1,27,0,91,0,0.6
Plant source,200,15.5,6.5,19.8,1.1,10.1,0,0.1,0,0,0,28,0.4,0.2,0.1,94,0,1.7,18,0,85,0,0.5
Plant source,264,12.1,12.8,25.2,3,5.1,0,0.2,2.1,0,0,0,2.8,0.1,0.3,57,0,3.3,31,0,97,0,0.4
Plant source,202,11.8,7,22.9,2,3,0,0.2,1.7,0,0,12,4.2,0.1,0.3,41,0,2.5,0,0,126,0,0.5
Plant source,205,22.1,8.19,10.61,1.5,4.3,0,0,0,0,0,0,0,0,0,45,0,3.5,0,0,0,0,0
Plant source,223,10.7,12.1,17.8,2.1,10.1,0,0.1,0,0,0,0,0.3,0,0.1,66,0,2,40,0,101,0,0.4
Plant source,231,14.2,8.6,24.1,1.3,3.1,0,0.1,2.5,0,0,0,3.5,0.1,0.4,82,0,3.5,34,0,107,0,0.5
Plant source,176,17.8,5.5,13.7,1.8,4.5,0,0.9,0,1.1,0,0,1.4,0.3,11.2,59,0,2.2,0,0,164,0,1
Plant source,126,17.4,1.3,11.2,4.4,2.3,0,0.5,0,0,0,0,25.7,1.4,0,19,0,1.2,2,0,52,0,1
Plant source,143,17.8,4.3,8.3,1.1,4.7,0,0.8,8.3,0,0,0,11.6,0.2,1.2,33,0,5.2,0,0,201,0,1.1
Plant source,132,16.3,3.4,9.1,0.4,5.2,0,0,0,0,0,0,0,0.1,0,37,0,2.9,0,0,221,0,0.8
Plant source,210,25.79,7.9,8.82,1.7,4.1,0,0.5,3.7,0,0,0,6,0.3,11,44,0,4.5,0,0,306,0,1.39
Plant source,190,14.6,6.1,19.1,1.8,6,0,0.1,0,0,0,0,0.6,0.2,0.1,91,0,2,33,0,98,0,0.6
Plant source,218,21.5,12.1,5.8,0.4,3.5,0,1.4,13.1,0,0,0,14.8,1,0.6,17,0,2.5,0,0,142,0,2.3
